,Player,Height (m),Weight (kg),Born,NBA_Rookie,NBA_Retired,Position,Birth Date,Pos,Team
1412,Darrell Allums,206.0,99.0,1958.0,1981.0,1981.0,F,"September 12, 1958",,
1413,Norman Black,196.0,83.0,1957.0,1981.0,1981.0,G,"November 12, 1957",,
1414,Dave Britton,193.0,81.0,1958.0,1981.0,1981.0,G,"August 29, 1958",,
1415,Michael Brooks,201.0,99.0,1958.0,1981.0,1988.0,F,"August 17, 1958",,
1416,Lewis Brown,190.0,86.0,1919.0,1981.0,1981.0,C,"February 19, 1955",,
1417,Rickey Brown,208.0,97.0,1958.0,1981.0,1985.0,C-F,"August 20, 1958",,
1418,Joe Barry,193.0,88.0,1969.0,,,,,,
1419,Butch Carter,196.0,81.0,1958.0,1981.0,1986.0,G,"June 11, 1958",,
1420,Reggie Carter,190.0,79.0,1957.0,1981.0,1982.0,G,"October 10, 1957",,
1421,Art Collins,193.0,83.0,1954.0,1981.0,1981.0,G,"April 14, 1954",,
1422,Don Collins,198.0,81.0,1951.0,1981.0,1987.0,F-G,"November 28, 1958",,
1423,Darwin Cook,190.0,83.0,1958.0,1981.0,1989.0,G,"August 6, 1958",,
1424,Earl Cureton,206.0,95.0,1957.0,1981.0,1997.0,F-C,"September 3, 1957",,
1425,Monti Davis,201.0,92.0,1958.0,1981.0,1981.0,F,"July 26, 1958",,
1426,James Donaldson,218.0,124.0,1957.0,1981.0,1995.0,C,"August 16, 1957",,
1427,Larry Drew,185.0,77.0,1958.0,1981.0,1991.0,G,"April 2, 1958",,
1429,Ralph Drollinger,218.0,113.0,1954.0,1981.0,1981.0,C,"April 20, 1954",,
1430,John Duren,190.0,88.0,1958.0,1981.0,1983.0,G,"October 30, 1958",,
1431,Tony Fuller,193.0,81.0,1958.0,1981.0,1981.0,G,"September 4, 1958",,
1432,Calvin Garrett,201.0,86.0,1956.0,1981.0,1984.0,F,"July 11, 1956",,
1433,Mike Gminski,211.0,113.0,1959.0,1981.0,1994.0,C,"August 3, 1959",,
1434,Darrell Griffith,193.0,86.0,1958.0,1981.0,1991.0,G,"June 16, 1958",,
1435,Bill Hanzlik,201.0,83.0,1957.0,1981.0,1990.0,G-F,"December 6, 1957",,
1436,Alan Hardy,201.0,88.0,1957.0,1981.0,1982.0,F,"May 25, 1957",,
1437,Mike Harper,208.0,88.0,1957.0,1981.0,1982.0,C-F,"December 9, 1957",,
1438,Cedrick Hordges,203.0,99.0,1957.0,1981.0,1982.0,F-C,"January 8, 1957",,
1439,Tony Jackson,193.0,90.0,1942.0,1968.0,1969.0,F-G,"November 7, 1942",,
1441,Lee Johnson,211.0,92.0,1957.0,1981.0,1981.0,F,"June 16, 1957",,
1442,Reggie Johnson,206.0,92.0,1957.0,1981.0,1984.0,F-C,"June 25, 1957",,
1443,Edgar Jones,208.0,102.0,1956.0,1981.0,1986.0,F-C,"June 17, 1956",,
1444,Walter Jordan,201.0,89.0,1956.0,1981.0,1981.0,F,"February 19, 1956",,
1445,Clarence Kea,198.0,98.0,1959.0,1981.0,1982.0,F,"February 2, 1959",,
1446,Chad Kinch,193.0,86.0,1958.0,1981.0,1981.0,G,"May 22, 1958",,
1447,Wayne Kreklow,193.0,79.0,1957.0,1981.0,1981.0,G,"January 4, 1957",,
1448,Bill Laimbeer,211.0,111.0,1957.0,1981.0,1994.0,C,"May 19, 1957",,
1449,Edmund Lawrence,213.0,103.0,1952.0,1981.0,1981.0,C,"December 8, 1952",,
1450,Ronnie Lester,188.0,79.0,1959.0,1981.0,1986.0,G,"January 1, 1959",,
1451,Kyle Macy,190.0,79.0,1957.0,1981.0,1987.0,G,"April 9, 1957",,
1452,Rick Mahorn,208.0,108.0,1958.0,1981.0,1999.0,C-F,"September 21, 1958",,
1453,Wes Matthews,185.0,77.0,1959.0,1981.0,1990.0,G,"August 24, 1959",,
1454,Bill Mayfield,201.0,92.0,1957.0,1981.0,1981.0,F,"October 17, 1957",,
1455,Keith McCord,201.0,95.0,1957.0,1981.0,1981.0,G,"June 22, 1957",,
1456,Kevin McHale*,208.0,95.0,1957.0,,,,,,
1457,Dick Miller,198.0,97.0,1958.0,1981.0,1981.0,F,"April 26, 1958",,
1458,Johnny Moore,185.0,79.0,1958.0,1981.0,1990.0,G,"March 3, 1958",,
1459,Lowes Moore,185.0,77.0,1957.0,1981.0,1983.0,G,"May 5, 1957",,
1460,Kenny Natt,190.0,83.0,1958.0,1981.0,1985.0,G,"October 5, 1958",,
1461,Carl Nicks,185.0,79.0,1958.0,1981.0,1983.0,G,"October 6, 1958",,
1462,Mike Niles,198.0,102.0,1955.0,1981.0,1981.0,F,"March 31, 1955",,
1463,Mike O'Koren,201.0,93.0,1958.0,1981.0,1988.0,F-G,"February 7, 1958",,
1464,Jawann Oldham,213.0,97.0,1957.0,1981.0,1991.0,C,"July 4, 1957",,
1465,Louis Orr,203.0,79.0,1958.0,1981.0,1988.0,F,"May 7, 1958",,
1466,Myles Patrick,203.0,99.0,1954.0,1981.0,1981.0,F,"November 19, 1954",,
1467,Tony Price,198.0,86.0,1957.0,1981.0,1981.0,G,"January 5, 1957",,
1468,Wally Rank,198.0,99.0,1958.0,1981.0,1981.0,F-G,"March 1, 1958",,
1469,Kelvin Ransey,185.0,77.0,1958.0,1981.0,1986.0,G,"May 3, 1958",,
1470,James Ray,203.0,97.0,1957.0,1981.0,1983.0,F,"July 27, 1957",,
1471,Billy Reid,196.0,86.0,1957.0,1981.0,1981.0,G,"September 10, 1957",,
1472,Wayne Robinson,203.0,98.0,1958.0,1981.0,1981.0,F,"April 19, 1958",,
1473,Lorenzo Romar,185.0,79.0,1958.0,1981.0,1985.0,G,"November 13, 1958",,
1474,DeWayne Scales,203.0,94.0,1958.0,1981.0,1984.0,F,"December 28, 1958",,
1475,Craig Shelton,201.0,95.0,1957.0,1981.0,1982.0,F,"May 1, 1957",,
1476,Jerry Sichting,185.0,76.0,1956.0,1981.0,1990.0,G,"November 29, 1956",,
1477,Larry Smith,203.0,97.0,1958.0,1981.0,1993.0,F-C,"January 18, 1958",,
1478,Rory Sparrow,188.0,79.0,1958.0,1981.0,1992.0,G,"June 12, 1958",,
1479,John Stroud,201.0,97.0,1957.0,1981.0,1981.0,F,"October 29, 1957",,
1480,Carlos Terry,196.0,95.0,1956.0,1981.0,1983.0,G-F,"June 22, 1956",,
1481,Andrew Toney,190.0,80.0,1957.0,1981.0,1988.0,G,"November 23, 1957",,
1482,Ronnie Valentine,201.0,95.0,1957.0,1981.0,1981.0,F,"November 27, 1957",,
1483,Kiki Vandeweghe,203.0,99.0,1958.0,1981.0,1993.0,F,"August 1, 1958",,
1484,Brett Vroman,213.0,99.0,1955.0,1981.0,1981.0,C,"December 25, 1955",,
1485,Hawkeye Whitney,201.0,104.0,1939.0,1981.0,1982.0,G-F,"June 22, 1957",,
1486,Michael Wiley,206.0,90.0,1957.0,1981.0,1982.0,F,"October 16, 1957",,
1487,James Wilkes,198.0,86.0,1953.0,1981.0,1983.0,F,"April 1, 1958",,
1488,Jeff Wilkins,211.0,104.0,1955.0,1981.0,1986.0,C-F,"March 9, 1955",,
1489,Mike Woodson,196.0,88.0,1958.0,1981.0,1991.0,G-F,"March 24, 1958",,
1490,Sam Worthen,196.0,88.0,1958.0,1981.0,1982.0,G,"January 17, 1958",,
1491,Mark Aguirre,198.0,105.0,1959.0,1982.0,1994.0,F-G,"December 10, 1959",,
1492,Danny Ainge,193.0,79.0,1959.0,1982.0,1995.0,G,"March 17, 1959",,
1493,Carl Bailey,213.0,95.0,1958.0,1982.0,1982.0,C,"April 23, 1958",,
1494,Gene Banks,201.0,97.0,1959.0,1982.0,1987.0,F-G,"May 15, 1959",,
1495,Rolando Blackman,198.0,86.0,1959.0,1982.0,1994.0,G,"February 26, 1959",,
1496,Ray Blume,193.0,83.0,1958.0,1982.0,1982.0,G,"September 23, 1958",,
1497,Alex Bradley,198.0,86.0,1953.0,1982.0,1982.0,F,"October 30, 1959",,
1498,Charles Bradley,196.0,97.0,1959.0,1982.0,1984.0,G,"May 16, 1959",,
1499,Brad Branson,208.0,99.0,1958.0,1982.0,1983.0,C-F,"September 24, 1958",,
1500,Jim Brogan,193.0,83.0,1958.0,1982.0,1983.0,G,"February 24, 1958",,
1501,Roger Burkman,196.0,79.0,1958.0,1982.0,1982.0,G,"May 22, 1958",,
1502,David Burns,188.0,81.0,1958.0,1982.0,1982.0,G,"July 3, 1958",,
1503,Bobby Cattage,206.0,113.0,1958.0,1982.0,1986.0,F,"August 17, 1958",,
1504,Tom Chambers,208.0,99.0,1959.0,1982.0,1998.0,F-C,"June 21, 1959",,
1505,Joe Cooper,208.0,104.0,1957.0,1982.0,1985.0,C-F,"September 1, 1957",,
1506,Charles Davis,188.0,72.0,1949.0,1982.0,1990.0,F,"October 5, 1958",,
1507,Kenny Dennard,203.0,99.0,1958.0,1982.0,1984.0,F,"October 18, 1958",,
1508,Mickey Dillard,190.0,77.0,1958.0,1982.0,1982.0,G,"October 15, 1958",,
1509,John Douglas,188.0,77.0,1956.0,1982.0,1983.0,G,"June 12, 1956",,
1510,Craig Dykema,203.0,86.0,1959.0,1982.0,1982.0,F,"June 11, 1959",,
1511,Franklin Edwards,185.0,77.0,1959.0,1982.0,1988.0,G,"February 2, 1959",,
1512,Petur Gudmundsson,218.0,117.0,1958.0,1982.0,1989.0,C,"October 30, 1958",,
1513,Glenn Hagan,183.0,77.0,1955.0,1982.0,1982.0,G,"June 25, 1955",,
1514,Steve Hayes,213.0,92.0,1955.0,1982.0,1986.0,C,"August 2, 1955",,
1515,Tracy Jackson,198.0,92.0,1959.0,1982.0,1984.0,G-F,"April 21, 1959",,
1516,Clay Johnson,208.0,108.0,1956.0,1982.0,1984.0,G,"July 18, 1956",,
1517,Frank Johnson,185.0,83.0,1958.0,1982.0,1994.0,G,"November 23, 1958",,
1518,Steve Johnson,203.0,99.0,1944.0,1982.0,1991.0,C-F,"November 3, 1957",,
1519,Albert King,198.0,86.0,1959.0,1982.0,1992.0,F-G,"December 17, 1959",,
1520,Jeff Lamp,198.0,88.0,1959.0,1982.0,1989.0,F-G,"March 9, 1959",,
1521,Rock Lee,193.0,87.0,1952.0,1982.0,1982.0,C,"May 1, 1955",,
1522,Alton Lister,213.0,108.0,1958.0,1982.0,1998.0,C-F,"October 1, 1958",,
1523,Lewis Lloyd,198.0,92.0,1959.0,1982.0,1990.0,G-F,"February 22, 1959",,
1524,Kevin Loder,198.0,92.0,1959.0,1982.0,1984.0,F-G,"March 15, 1959",,
1525,Rudy Macklin,201.0,92.0,1958.0,1982.0,1984.0,F-G,"February 19, 1958",,
1526,John McCullough,193.0,86.0,1956.0,1982.0,1982.0,G,"October 5, 1956",,
1527,Hank McDowell,206.0,97.0,1959.0,1982.0,1987.0,F-C,"November 13, 1959",,
1528,Mike McGee,196.0,86.0,1959.0,1982.0,1990.0,G-F,"July 29, 1959",,
1529,Kevin McKenna,196.0,88.0,1959.0,1982.0,1988.0,G-F,"January 8, 1959",,
1530,Larry Nance,208.0,92.0,1959.0,1982.0,1994.0,F-C,"February 12, 1959",,
1532,Kurt Nimphius,208.0,98.0,1958.0,1982.0,1990.0,C-F,"March 13, 1958",,
1533,Mark Radford,193.0,86.0,1959.0,1982.0,1983.0,G,"July 5, 1959",,
1534,Ed Rains,201.0,86.0,1956.0,1982.0,1983.0,F,"December 24, 1956",,
1535,Kurt Rambis,203.0,96.0,1958.0,1982.0,1995.0,F,"February 25, 1958",,
1536,Jeff Ruland,208.0,108.0,1958.0,1982.0,1993.0,C-F,"December 16, 1958",,
1537,Danny Schayes,211.0,106.0,1959.0,1982.0,1999.0,C-F,"May 10, 1959",,
1538,Jim Smith,206.0,102.0,1958.0,1982.0,1983.0,F,"April 12, 1958",,
1539,Larry Spriggs,201.0,104.0,1959.0,1982.0,1986.0,F,"September 8, 1959",,
1540,Isiah Thomas*,185.0,81.0,1961.0,,,,,,
1541,Ray Tolbert,206.0,102.0,1958.0,1982.0,1989.0,F,"September 10, 1958",,
1542,Kelly Tripucka,198.0,99.0,1959.0,1982.0,1991.0,F-G,"February 16, 1959",,
1543,Elston Turner,196.0,86.0,1959.0,1982.0,1989.0,G-F,"June 10, 1959",,
1544,Darnell Valentine,185.0,83.0,1959.0,1982.0,1991.0,G,"February 3, 1959",,
1545,Pete Verhoeven,206.0,97.0,1959.0,1982.0,1987.0,F,"February 15, 1959",,
1546,Jay Vincent,201.0,99.0,1959.0,1982.0,1990.0,F,"June 10, 1959",,
1547,Danny Vranes,201.0,95.0,1958.0,1982.0,1988.0,F,"October 29, 1958",,
1548,Buck Williams,203.0,97.0,1960.0,1982.0,1998.0,F-C,"March 8, 1960",,
1549,Herb Williams,208.0,109.0,1958.0,1982.0,1999.0,C-F,"February 16, 1958",,
1550,Garry Witts,201.0,86.0,1959.0,1982.0,1982.0,G-F,"July 3, 1959",,
1551,Al Wood,198.0,87.0,1958.0,1982.0,1987.0,G-F,"June 2, 1958",,
1552,Howard Wood,201.0,106.0,1959.0,1982.0,1982.0,F,"May 20, 1959",,
1553,Orlando Woolridge,206.0,97.0,1959.0,1982.0,1994.0,F,"December 16, 1959",,
1554,Rich Yonakor,206.0,99.0,1958.0,1982.0,1982.0,F,"October 3, 1958",,
1555,Dwight Anderson,190.0,83.0,1960.0,1983.0,1983.0,G,"December 28, 1960",,
1556,J.J. Anderson,190.0,83.0,1960.0,1983.0,1985.0,F,"September 23, 1960",,
1557,Richard Anderson,208.0,108.0,1960.0,1983.0,1990.0,F-C,"November 19, 1960",,
1558,John Bagley,183.0,83.0,1960.0,1983.0,1994.0,G,"April 23, 1960",,
1559,Dave Batton,208.0,108.0,1956.0,1983.0,1984.0,C,"March 26, 1956",,
1560,Lester Conner,193.0,81.0,1959.0,1983.0,1995.0,G,"September 17, 1959",,
1561,Chubby Cox,188.0,81.0,1955.0,1983.0,1983.0,G,"December 29, 1955",,
1562,Terry Cummings,206.0,99.0,1961.0,1983.0,2000.0,F,"March 15, 1961",,
1563,Quintin Dailey,190.0,81.0,1961.0,1983.0,1992.0,G,"January 22, 1961",,
1564,Mark Eaton,224.0,124.0,1957.0,1983.0,1993.0,C,"January 24, 1957",,
1565,Jerry Eaves,193.0,81.0,1959.0,1983.0,1987.0,G,"February 8, 1959",,
1566,Keith Edmonson,196.0,88.0,1960.0,1983.0,1984.0,G,"September 28, 1960",,
1567,Chris Engler,211.0,111.0,1959.0,1983.0,1988.0,C,"March 1, 1959",,
1568,Bruce Flowers,203.0,102.0,1957.0,1983.0,1983.0,F,"June 13, 1957",,
1569,Sleepy Floyd,190.0,77.0,1960.0,1983.0,1995.0,G,"March 6, 1960",,
1570,Bill Garnett,208.0,99.0,1940.0,1983.0,1986.0,F,"April 22, 1960",,
1571,John Greig,201.0,97.0,1961.0,1983.0,1983.0,F,"April 28, 1961",,
1572,Scott Hastings,208.0,106.0,1960.0,1983.0,1993.0,F-C,"June 3, 1960",,
1573,Rod Higgins,201.0,90.0,1960.0,1983.0,1995.0,F,"January 31, 1960",,
1574,Craig Hodges,188.0,86.0,1960.0,1983.0,1992.0,G,"June 27, 1960",,
1575,Marc Iavaroni,203.0,95.0,1956.0,1983.0,1989.0,F,"September 15, 1956",,
1576,Jim Johnstone,211.0,111.0,1960.0,1983.0,1983.0,C-F,"September 20, 1960",,
1577,Hutch Jones,203.0,86.0,1959.0,1983.0,1984.0,F,"September 1, 1959",,
1578,Clark Kellogg,201.0,102.0,1961.0,1983.0,1987.0,F,"July 2, 1961",,
1579,Joe Kopicki,206.0,108.0,1960.0,1983.0,1985.0,F,"June 12, 1960",,
1580,Fat Lever,190.0,77.0,1960.0,1983.0,1994.0,G,"August 18, 1960",,
1581,Cliff Levingston,203.0,95.0,1961.0,1983.0,1995.0,F,"January 4, 1961",,
1582,Steve Lingenfelter,206.0,102.0,1958.0,1983.0,1984.0,F,"June 10, 1958",,
1583,Dave Magley,203.0,91.0,1959.0,1983.0,1983.0,F,"November 24, 1959",,
1584,Mark McNamara,211.0,106.0,1959.0,1983.0,1991.0,C-F,"June 8, 1959",,
1585,Guy Morgan,203.0,92.0,1960.0,1983.0,1983.0,G,"August 23, 1960",,
1586,Ed Nealy,201.0,107.0,1960.0,1983.0,1993.0,F,"February 19, 1960",,
1587,Chuck Nevitt,226.0,98.0,1959.0,1983.0,1994.0,C,"June 13, 1959",,
1588,Audie Norris,206.0,104.0,1960.0,1983.0,1985.0,C,"December 18, 1960",,
1589,Eddie Phillips,201.0,102.0,1961.0,1983.0,1983.0,F,"September 29, 1961",,
1590,Ricky Pierce,193.0,92.0,1959.0,1983.0,1998.0,G,"August 19, 1959",,
1591,Charles Pittman,203.0,99.0,1958.0,1983.0,1986.0,F,"March 23, 1958",,
1592,Paul Pressey,196.0,83.0,1958.0,1983.0,1993.0,G-F,"December 24, 1958",,
1593,Oliver Robinson,193.0,81.0,1960.0,1983.0,1983.0,G,"March 13, 1960",,
1594,Walker Russell,196.0,88.0,1960.0,1983.0,1988.0,G,"October 26, 1960",,
1596,Mike Sanders,198.0,95.0,1960.0,1983.0,1993.0,F-G,"May 7, 1960",,
1597,Russ Schoene,208.0,95.0,1960.0,1983.0,1989.0,F-C,"April 16, 1960",,
1598,Ed Sherod,188.0,77.0,1959.0,1983.0,1983.0,G,"September 13, 1959",,
1599,Jose Slaughter,196.0,92.0,1960.0,1983.0,1983.0,G,"September 9, 1960",,
1600,Derek Smith,190.0,81.0,1920.0,1983.0,1991.0,G-F,"November 1, 1961",,
1601,Brook Steppe,196.0,88.0,1959.0,1983.0,1989.0,G-F,"November 7, 1959",,
1602,Jeff Taylor,193.0,79.0,1960.0,1983.0,1987.0,G,"January 1, 1960",,
1603,Vince Taylor,196.0,81.0,1960.0,1983.0,1983.0,G-F,"September 11, 1960",,
1604,Terry Teagle,196.0,88.0,1960.0,1983.0,1993.0,F-G,"April 10, 1960",,
1605,David Thirdkill,201.0,88.0,1960.0,1983.0,1987.0,F-G,"April 12, 1960",,
1606,Corny Thompson,203.0,102.0,1960.0,1983.0,1983.0,F,"February 5, 1960",,
1607,LaSalle Thompson,208.0,111.0,1961.0,1983.0,1997.0,C-F,"June 23, 1961",,
1608,Darren Tillis,211.0,97.0,1960.0,1983.0,1984.0,C-F,"February 23, 1960",,
1609,Linton Townes,201.0,86.0,1959.0,1983.0,1985.0,F-G,"November 30, 1959",,
1610,Trent Tucker,196.0,87.0,1959.0,1983.0,1993.0,G,"December 20, 1959",,
1611,Bryan Warrick,196.0,88.0,1959.0,1983.0,1986.0,G,"July 22, 1959",,
1612,Rory White,203.0,95.0,1959.0,1983.0,1987.0,F,"August 16, 1959",,
1613,Dominique Wilkins*,201.0,90.0,1960.0,,,,,,
1614,Rickey Williams,185.0,79.0,1957.0,1983.0,1983.0,G,"March 12, 1957",,
1615,Rob Williams,190.0,85.0,1944.0,1983.0,1984.0,G,"May 5, 1961",,
1616,James Worthy*,206.0,102.0,1961.0,,,,,,
1617,Jim Zoet,216.0,108.0,1953.0,1983.0,1983.0,C,"December 20, 1953",,
1618,Ken Austin,206.0,92.0,1961.0,1984.0,1984.0,F,"July 15, 1961",,
1619,Thurl Bailey,211.0,97.0,1961.0,1984.0,1999.0,F-C,"April 7, 1961",,
1620,Randy Breuer,221.0,104.0,1960.0,1984.0,1994.0,C,"October 11, 1960",,
1621,Wallace Bryant,213.0,111.0,1959.0,1984.0,1986.0,C,"July 14, 1959",,
1622,Howard Carter,196.0,97.0,1961.0,1984.0,1985.0,G,"October 26, 1961",,
1623,Carlos Clark,193.0,95.0,1960.0,1984.0,1985.0,G,"August 10, 1960",,
1624,Leroy Combs,203.0,95.0,1961.0,1984.0,1984.0,F,"January 1, 1961",,
1625,Russell Cross,208.0,97.0,1961.0,1984.0,1984.0,C,"September 5, 1961",,
1626,Darren Daye,203.0,99.0,1960.0,1984.0,1988.0,F-G,"November 30, 1960",,
1627,Clyde Drexler*,201.0,95.0,1962.0,,,,,,
1628,Craig Ehlo,198.0,81.0,1961.0,1984.0,1997.0,G-F,"August 11, 1961",,
1629,Dale Ellis,201.0,92.0,1960.0,1984.0,2000.0,G-F,"August 6, 1960",,
1630,Rod Foster,185.0,72.0,1960.0,1984.0,1986.0,G,"October 10, 1960",,
1631,John Garris,203.0,92.0,1959.0,1984.0,1984.0,F,"June 6, 1959",,
1632,Mike Gibson,208.0,92.0,1960.0,1984.0,1986.0,F,"October 27, 1960",,
1633,Stewart Granger,190.0,86.0,1961.0,1984.0,1987.0,G,"October 27, 1961",,
1634,Sidney Green,188.0,83.0,1933.0,1984.0,1993.0,F-C,"January 4, 1961",,
1635,Bob Hansen,198.0,86.0,1961.0,1984.0,1992.0,G,"January 18, 1961",,
1636,Derek Harper,193.0,83.0,1961.0,1984.0,1999.0,G,"October 13, 1961",,
1637,Roy Hinson,206.0,95.0,1961.0,1984.0,1991.0,F-C,"May 2, 1961",,
1638,Charles Jones,206.0,97.0,1957.0,1984.0,1998.0,F-C,"April 3, 1957",,
1641,Mark Jones,206.0,102.0,1953.0,1984.0,1984.0,G,"April 10, 1961",,
1643,Greg Kite,211.0,113.0,1961.0,1984.0,1995.0,C,"August 5, 1961",,
1644,Bruce Kuczenski,208.0,104.0,1961.0,1984.0,1984.0,F,"February 3, 1961",,
1645,Darrell Lockhart,206.0,111.0,1960.0,1984.0,1984.0,C,"September 14, 1960",,
1646,Sidney Lowe,183.0,88.0,1960.0,1984.0,1990.0,G,"January 21, 1960",,
1647,Jeff Malone,193.0,92.0,1961.0,1984.0,1996.0,G,"June 28, 1961",,
1648,Pace Mannion,201.0,86.0,1960.0,1984.0,1989.0,G,"September 22, 1960",,
1649,Rodney McCray,201.0,99.0,1961.0,1984.0,1993.0,F-G,"August 29, 1961",,
1650,Scooter McCray,206.0,97.0,1960.0,1984.0,1987.0,F-G,"February 8, 1960",,
1651,Larry Micheaux,206.0,99.0,1960.0,1984.0,1985.0,F,"March 24, 1960",,
1652,Bob Miller,208.0,104.0,1956.0,1984.0,1984.0,F,"July 9, 1956",,
1653,John Paxson,188.0,83.0,1960.0,1984.0,1994.0,G,"September 29, 1960",,
1654,John Pinone,203.0,104.0,1961.0,1984.0,1984.0,F,"February 19, 1961",,
1655,Tom Piotrowski,216.0,108.0,1960.0,1984.0,1984.0,C,"October 17, 1960",,
1656,Leo Rautins,203.0,97.0,1960.0,1984.0,1985.0,F,"March 20, 1960",,
1657,Doc Rivers,193.0,83.0,1961.0,1984.0,1996.0,G,"October 13, 1961",,
1658,Fred Roberts,208.0,98.0,1960.0,1984.0,1997.0,F-C,"August 14, 1960",,
1659,Ralph Sampson*,224.0,103.0,1960.0,,,,,,
1660,Byron Scott,190.0,88.0,1961.0,1984.0,1997.0,G,"March 28, 1961",,
1661,Steve Stipanovich,211.0,111.0,1960.0,1984.0,1988.0,C,"November 17, 1960",,
1662,Jon Sundvold,188.0,77.0,1961.0,1984.0,1992.0,G,"July 2, 1961",,
1663,Dane Suttle,190.0,86.0,1961.0,1984.0,1985.0,G,"August 9, 1961",,
1664,Jim Thomas,190.0,86.0,1960.0,1984.0,1991.0,G,"October 19, 1960",,
1665,Paul Thompson,198.0,95.0,1961.0,1984.0,1986.0,G-F,"May 25, 1961",,
1666,Sedale Threatt,188.0,79.0,1961.0,1984.0,1997.0,G,"September 10, 1961",,
1667,Granville Waiters,211.0,102.0,1961.0,1984.0,1988.0,C,"January 8, 1961",,
1668,Darrell Walker,193.0,81.0,1961.0,1984.0,1993.0,G,"March 9, 1961",,
1669,Brant Weidner,206.0,104.0,1960.0,1984.0,1984.0,F,"October 28, 1960",,
1670,Mark West,208.0,104.0,1960.0,1984.0,2000.0,C-F,"November 5, 1960",,
1671,Ennis Whatley,190.0,80.0,1962.0,1984.0,1997.0,G,"August 11, 1962",,
1672,Mitchell Wiggins,193.0,83.0,1959.0,1984.0,1992.0,G,"September 28, 1959",,
1673,Kevin Williams,188.0,79.0,1961.0,1984.0,1989.0,G,"September 11, 1961",,
1674,Michael Wilson,193.0,79.0,1959.0,1984.0,1987.0,G,"September 15, 1959",,
1675,Randy Wittman,198.0,95.0,1959.0,1984.0,1992.0,G-F,"October 28, 1959",,
1676,Chuck Aleksinas,211.0,117.0,1959.0,1985.0,1985.0,C,"February 26, 1959",,
1677,Ron Anderson,201.0,97.0,1958.0,1985.0,1994.0,F-G,"October 15, 1958",,
1678,Ken Bannister,206.0,106.0,1960.0,1985.0,1991.0,F-C,"April 1, 1960",,
1679,Charles Barkley*,198.0,114.0,1963.0,,,,,,
1680,Cory Blackwell,198.0,95.0,1963.0,1985.0,1985.0,F,"March 27, 1963",,
1681,Sam Bowie,216.0,106.0,1961.0,1985.0,1995.0,C-F,"March 17, 1961",,
1682,Frank Brickowski,206.0,108.0,1959.0,1985.0,1997.0,F-C,"August 14, 1959",,
1683,Tony Brown,198.0,83.0,1960.0,1985.0,1992.0,F-G,"July 29, 1960",,
1684,Steve Burtt,188.0,83.0,1962.0,1985.0,1993.0,G,"November 5, 1962",,
1685,Michael Cage,206.0,101.0,1962.0,1985.0,2000.0,F-C,"January 28, 1962",,
1686,Tony Campbell,201.0,97.0,1962.0,1985.0,1995.0,F-G,"May 7, 1962",,
1687,Rick Carlisle,196.0,95.0,1959.0,1985.0,1990.0,G,"October 27, 1959",,
1688,Antoine Carr,206.0,102.0,1961.0,1985.0,2000.0,F-C,"July 23, 1961",,
1689,Ron Cavenall,216.0,104.0,1959.0,1985.0,1989.0,C,"April 30, 1959",,
1690,Steve Colter,190.0,74.0,1962.0,1985.0,1995.0,G,"July 24, 1962",,
1691,Devin Durrant,201.0,90.0,1960.0,1985.0,1986.0,F,"October 20, 1960",,
1692,Kenton Edelin,203.0,92.0,1962.0,1985.0,1985.0,F,"May 24, 1962",,
1693,Kenny Fields,196.0,99.0,1962.0,1985.0,1988.0,F-G,"February 9, 1962",,
1694,Vern Fleming,196.0,83.0,1962.0,1985.0,1996.0,G,"February 4, 1962",,
1695,Lancaster Gordon,190.0,83.0,1962.0,1985.0,1988.0,G,"June 24, 1962",,
1696,Butch Graves,190.0,90.0,1962.0,1985.0,1985.0,G,"January 5, 1962",,
1697,Stuart Gray,213.0,106.0,1963.0,1985.0,1991.0,C-F,"May 27, 1963",,
1698,Mike Holton,193.0,83.0,1961.0,1985.0,1990.0,G,"August 4, 1961",,
1699,Jay Humphries,190.0,83.0,1962.0,1985.0,1995.0,G,"October 17, 1962",,
1700,Ralph Jackson,188.0,86.0,1962.0,1985.0,1985.0,G,"October 26, 1962",,
1701,Earl Jones,213.0,95.0,1961.0,1985.0,1986.0,C,"January 13, 1961",,
1702,Ozell Jones,211.0,106.0,1960.0,1985.0,1986.0,C-F,"November 20, 1960",,
1703,Michael Jordan*,198.0,88.0,1963.0,,,,,,
1704,Jerome Kersey,201.0,97.0,1962.0,1985.0,2001.0,F,"June 26, 1962",,
1705,Tim McCormick,211.0,108.0,1962.0,1985.0,1992.0,C,"March 10, 1962",,
1706,Jay Murphy,206.0,99.0,1962.0,1985.0,1988.0,F,"June 26, 1962",,
1707,Hakeem Olajuwon*,213.0,115.0,1963.0,,,,,,
1708,Sam Perkins,206.0,106.0,1961.0,1985.0,2001.0,F-C,"June 14, 1961",,
1709,Jim Petersen,208.0,106.0,1962.0,1985.0,1992.0,F-C,"February 22, 1962",,
1710,Gary Plummer,206.0,97.0,1962.0,1985.0,1993.0,F-C,"February 21, 1962",,
1711,David Pope,201.0,99.0,1962.0,1985.0,1986.0,F,"April 15, 1962",,
1712,Alvin Robertson,190.0,83.0,1962.0,1985.0,1996.0,G,"July 22, 1962",,
1713,Wayne Sappleton,206.0,97.0,1960.0,1985.0,1985.0,F,"November 17, 1960",,
